smile,head_pitch,head_roll,head_yaw,gender,age,moustache,beard,sideburns,glasses,anger,contempt,disgust,fear,happiness,neutral,sadness,surprise,blurLevel,blurvalue,exposureLevel,exposurevalue,noiseLevel,noisevalue,eyeMakeup,lipMakeup,foreheadOccluded,eyeOccluded,mouthOccluded,bald,invisible
1.0,0.0,-1.1,-17.0,female,29.3,0.0,0.0,0.0,NoGlasses,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,medium,0.38,goodExposure,0.63,medium,0.46,True,True,False,False,False,0.03,False
0.0,0.0,-3.4,-11.1,female,57.8,0.0,0.0,0.0,NoGlasses,0.014,0.004,0.001,0.0,0.0,0.905,0.076,0.0,medium,0.32,goodExposure,0.68,medium,0.63,True,False,False,False,False,0.97,False
0.0,0.0,2.1,-0.9,female,28.6,0.0,0.0,0.0,NoGlasses,0.0,0.001,0.0,0.0,0.0,0.881,0.118,0.0,low,0.25,goodExposure,0.63,low,0.0,False,False,False,False,False,0.01,False
0.099,0.0,-0.8,-6.6,male,30.8,0.2,0.2,0.2,NoGlasses,0.0,0.021,0.001,0.0,0.099,0.857,0.02,0.001,low,0.0,goodExposure,0.67,high,0.74,True,True,True,False,False,0.09,False
0.658,0.0,-22.6,-3.6,male,37.9,0.0,0.2,0.1,NoGlasses,0.001,0.001,0.001,0.001,0.658,0.11,0.208,0.019,medium,0.41,goodExposure,0.7,medium,0.41,False,False,False,False,False,0.45,False
0.396,0.0,0.8,-4.1,female,24.8,0.0,0.0,0.0,NoGlasses,0.0,0.006,0.001,0.001,0.396,0.527,0.061,0.008,low,0.0,goodExposure,0.45,high,0.92,True,True,False,False,False,0.12,False
0.0,0.0,1.9,-2.1,female,20.3,0.0,0.0,0.0,NoGlasses,0.0,0.001,0.0,0.0,0.0,0.904,0.095,0.0,medium,0.48,goodExposure,0.62,low,0.0,False,False,False,False,False,0.13,False
1.0,0.0,-12.1,-25.3,female,58.3,0.0,0.0,0.0,NoGlasses,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,high,0.96,goodExposure,0.57,low,0.27,False,True,False,False,False,0.0,False
0.0,0.0,4.2,-10.1,female,29.6,0.0,0.0,0.0,NoGlasses,0.0,0.003,0.0,0.0,0.0,0.988,0.009,0.0,medium,0.35,goodExposure,0.44,low,0.12,False,False,False,False,False,0.0,False
0.0,0.0,1.9,-4.6,male,53.9,0.3,0.5,0.5,NoGlasses,0.008,0.007,0.0,0.0,0.0,0.978,0.005,0.001,medium,0.26,goodExposure,0.54,high,0.85,False,False,False,False,False,0.83,False
0.879,0.0,15.2,-2.6,male,33.3,0.3,0.6,0.4,NoGlasses,0.018,0.0,0.032,0.007,0.879,0.006,0.007,0.051,low,0.0,goodExposure,0.57,medium,0.4,False,True,True,False,False,0.0,True
0.0,0.0,-24.5,-22.1,male,46.1,0.3,0.2,0.2,NoGlasses,0.008,0.018,0.01,0.0,0.0,0.877,0.084,0.002,medium,0.55,goodExposure,0.57,high,0.81,False,False,False,False,False,0.11,False
0.0,0.0,-1.4,8.4,male,34.2,0.5,0.7,0.5,NoGlasses,0.0,0.002,0.0,0.0,0.0,0.987,0.011,0.0,medium,0.49,goodExposure,0.69,medium,0.31,False,True,False,False,False,0.01,False
1.0,0.0,0.2,-8.6,male,37.5,0.5,0.2,0.0,NoGlasses,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,low,0.03,goodExposure,0.53,low,0.0,True,True,False,False,False,0.06,False
0.047,0.0,-1.0,-6.0,female,17.3,0.0,0.0,0.0,NoGlasses,0.0,0.001,0.0,0.0,0.047,0.941,0.007,0.004,medium,0.26,goodExposure,0.62,medium,0.33,True,True,False,False,False,0.4,False
0.0,0.0,-0.1,8.2,male,26.1,0.2,0.0,0.4,NoGlasses,0.211,0.0,0.002,0.0,0.0,0.026,0.761,0.0,low,0.02,goodExposure,0.6,low,0.0,True,False,False,False,True,0.28,False
0.0,0.0,-4.5,-6.4,male,33.4,0.2,0.4,0.4,NoGlasses,0.01,0.004,0.0,0.0,0.0,0.982,0.004,0.0,low,0.07,goodExposure,0.65,low,0.0,False,False,False,False,False,0.05,False
0.119,0.0,-11.1,8.0,female,30.9,0.0,0.0,0.0,NoGlasses,0.005,0.022,0.001,0.0,0.119,0.827,0.026,0.0,low,0.0,goodExposure,0.56,medium,0.38,True,True,False,False,False,0.0,False
0.0,0.0,4.8,-2.0,female,33.9,0.0,0.0,0.0,NoGlasses,0.0,0.001,0.003,0.003,0.0,0.801,0.166,0.027,high,0.92,goodExposure,0.68,low,0.0,True,True,False,False,False,0.01,False
0.178,0.0,-8.4,-12.2,male,37.8,0.2,0.4,0.2,NoGlasses,0.022,0.037,0.008,0.0,0.178,0.749,0.005,0.001,medium,0.59,goodExposure,0.74,low,0.23,False,True,False,False,False,0.01,False
0.0,0.0,1.4,-15.3,male,28.0,0.4,0.5,0.6,NoGlasses,0.0,0.0,0.0,0.0,0.0,0.993,0.001,0.005,high,1.0,goodExposure,0.71,low,0.0,False,False,False,False,False,0.06,False
1.0,0.0,0.2,16.1,male,41.9,0.4,0.2,0.4,NoGlasses,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,low,0.09,goodExposure,0.69,low,0.0,False,False,False,False,False,0.05,False
0.0,0.0,-13.0,-13.8,male,43.8,0.2,0.2,0.1,NoGlasses,0.051,0.004,0.006,0.001,0.0,0.382,0.554,0.002,low,0.0,goodExposure,0.55,low,0.0,False,False,False,False,False,0.01,False
0.964,0.0,7.4,0.5,male,41.0,0.9,1.0,0.5,NoGlasses,0.0,0.001,0.001,0.0,0.964,0.033,0.0,0.0,low,0.04,goodExposure,0.49,low,0.25,False,False,False,False,False,0.01,False
0.076,0.0,18.4,-4.4,female,23.6,0.0,0.0,0.0,NoGlasses,0.001,0.002,0.0,0.0,0.076,0.714,0.0,0.206,low,0.23,goodExposure,0.68,low,0.0,True,True,False,False,False,0.06,False
0.999,0.0,1.1,-8.7,female,20.9,0.0,0.0,0.0,NoGlasses,0.0,0.0,0.0,0.0,0.999,0.0,0.0,0.001,medium,0.62,overExposure,1.0,low,0.28,False,False,False,False,False,0.0,False
0.0,0.0,3.9,-13.5,male,38.4,0.4,0.5,0.2,NoGlasses,0.001,0.003,0.0,0.0,0.0,0.991,0.005,0.0,low,0.0,goodExposure,0.7,low,0.0,False,False,False,False,False,0.06,False
1.0,0.0,0.3,-7.9,male,37.4,0.4,0.2,0.0,NoGlasses,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,low,0.03,goodExposure,0.53,medium,0.38,True,True,False,False,False,0.04,False
0.0,0.0,-5.4,-2.2,female,31.6,0.0,0.0,0.0,NoGlasses,0.0,0.001,0.0,0.0,0.0,0.751,0.242,0.005,medium,0.47,goodExposure,0.52,low,0.08,False,False,False,False,False,0.01,False
0.0,0.0,7.4,-3.3,male,71.3,0.7,0.3,0.2,NoGlasses,0.0,0.001,0.0,0.0,0.0,0.966,0.033,0.0,medium,0.39,goodExposure,0.58,medium,0.49,False,False,False,False,False,0.03,False
0.0,0.0,13.0,6.2,female,21.4,0.0,0.0,0.0,NoGlasses,0.0,0.0,0.0,0.0,0.0,0.771,0.228,0.0,low,0.08,overExposure,0.84,low,0.22,True,True,False,False,False,0.0,False
0.287,0.0,12.8,5.5,female,21.6,0.0,0.0,0.0,NoGlasses,0.0,0.067,0.0,0.0,0.287,0.56,0.003,0.083,low,0.12,goodExposure,0.64,low,0.0,True,False,False,False,False,0.0,False
0.016,0.0,-7.8,10.2,female,42.4,0.0,0.0,0.0,NoGlasses,0.037,0.015,0.022,0.002,0.016,0.874,0.028,0.007,medium,0.4,goodExposure,0.47,low,0.0,False,False,False,False,False,0.35,False
0.098,0.0,-15.7,4.4,male,33.8,0.4,0.3,0.2,NoGlasses,0.0,0.001,0.005,0.0,0.098,0.856,0.004,0.036,low,0.07,goodExposure,0.56,low,0.0,False,False,False,False,False,0.35,False
0.0,0.0,-2.8,-3.3,female,24.4,0.0,0.0,0.0,NoGlasses,0.0,0.001,0.0,0.001,0.0,0.237,0.762,0.0,low,0.07,goodExposure,0.5,low,0.23,False,True,False,False,False,0.02,False
0.0,0.0,-5.1,-0.4,female,31.7,0.0,0.0,0.0,NoGlasses,0.0,0.001,0.0,0.002,0.0,0.645,0.342,0.011,medium,0.41,goodExposure,0.53,low,0.0,False,False,False,False,False,0.01,False
0.019,0.0,-2.9,10.3,female,32.3,0.0,0.0,0.0,ReadingGlasses,0.0,0.0,0.0,0.0,0.019,0.98,0.0,0.001,low,0.1,goodExposure,0.59,low,0.06,True,True,False,False,False,0.1,False
0.122,0.0,1.8,0.9,male,27.8,0.4,0.4,0.4,NoGlasses,0.0,0.028,0.0,0.0,0.122,0.844,0.005,0.0,medium,0.71,goodExposure,0.63,low,0.0,True,False,False,False,False,0.11,False
0.002,0.0,-3.4,-3.2,female,45.0,0.0,0.0,0.0,NoGlasses,0.003,0.017,0.002,0.0,0.002,0.916,0.058,0.002,medium,0.66,goodExposure,0.64,medium,0.43,False,False,False,False,False,0.04,False
0.772,0.0,11.6,-12.7,female,27.4,0.0,0.0,0.0,NoGlasses,0.009,0.001,0.015,0.0,0.772,0.009,0.001,0.193,low,0.0,goodExposure,0.6,low,0.0,True,True,False,False,False,0.06,False
0.155,0.0,1.7,-2.6,female,25.5,0.0,0.0,0.0,NoGlasses,0.0,0.007,0.0,0.0,0.155,0.813,0.025,0.0,low,0.16,goodExposure,0.57,medium,0.34,True,False,False,False,False,0.0,False
0.005,0.0,-4.0,-5.1,male,30.8,0.1,0.0,0.1,NoGlasses,0.0,0.0,0.0,0.0,0.005,0.995,0.0,0.0,medium,0.72,goodExposure,0.67,medium,0.7,False,False,False,False,False,0.08,False
0.0,0.0,-2.5,-4.6,male,32.7,0.4,0.5,0.4,NoGlasses,0.055,0.65,0.062,0.0,0.0,0.168,0.065,0.0,low,0.0,overExposure,0.78,low,0.19,False,True,False,False,False,0.01,False
0.014,0.0,18.2,-20.6,male,27.9,0.2,0.4,0.3,NoGlasses,0.005,0.013,0.006,0.008,0.014,0.725,0.021,0.208,medium,0.27,goodExposure,0.5,low,0.06,True,False,False,False,False,0.05,False
0.001,0.0,-22.9,4.2,female,23.4,0.0,0.0,0.0,NoGlasses,0.001,0.001,0.001,0.0,0.001,0.805,0.191,0.001,medium,0.39,goodExposure,0.59,low,0.0,True,True,False,False,False,0.0,False
0.23,0.0,7.5,2.7,male,36.4,0.5,0.4,0.4,NoGlasses,0.005,0.025,0.008,0.028,0.23,0.635,0.043,0.026,low,0.17,goodExposure,0.63,low,0.06,False,False,False,False,False,0.1,False
0.013,0.0,10.8,-1.1,male,32.7,0.3,0.5,0.2,ReadingGlasses,0.002,0.019,0.001,0.0,0.013,0.95,0.006,0.01,low,0.0,goodExposure,0.72,low,0.0,False,False,False,False,False,0.01,False
0.001,0.0,-0.4,0.3,female,40.0,0.0,0.0,0.0,NoGlasses,0.001,0.008,0.007,0.009,0.001,0.842,0.088,0.044,medium,0.28,goodExposure,0.57,low,0.05,True,True,False,False,False,0.07,False
0.005,0.0,-5.7,-3.9,female,24.8,0.0,0.0,0.0,NoGlasses,0.0,0.028,0.0,0.0,0.005,0.961,0.006,0.0,medium,0.59,goodExposure,0.51,medium,0.44,False,False,False,False,False,0.02,False
0.0,0.0,3.7,1.5,male,30.8,0.0,0.1,0.2,NoGlasses,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,low,0.03,overExposure,0.75,low,0.1,False,False,False,False,False,0.01,False
0.57,0.0,17.5,2.6,male,60.9,0.9,0.8,1.0,NoGlasses,0.001,0.004,0.002,0.0,0.57,0.399,0.022,0.002,low,0.22,underExposure,0.09,low,0.26,False,False,False,False,False,0.02,False
1.0,0.0,2.5,-12.2,female,27.0,0.0,0.0,0.0,NoGlasses,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,low,0.22,goodExposure,0.58,low,0.22,False,True,False,False,False,0.05,False
0.0,0.0,-2.8,-1.9,male,43.5,0.5,0.5,0.2,NoGlasses,0.0,0.001,0.001,0.0,0.0,0.944,0.054,0.0,medium,0.58,goodExposure,0.49,high,0.77,False,False,False,False,False,0.03,False
0.006,0.0,-9.3,17.6,male,23.2,0.0,0.0,0.1,NoGlasses,0.001,0.012,0.005,0.002,0.006,0.833,0.087,0.053,low,0.0,goodExposure,0.47,low,0.0,True,True,False,False,False,0.01,False
0.0,0.0,-5.9,6.4,female,22.6,0.0,0.0,0.0,NoGlasses,0.079,0.001,0.002,0.0,0.0,0.203,0.715,0.0,low,0.0,goodExposure,0.68,low,0.0,True,True,False,False,False,0.36,False
1.0,0.0,-17.5,-5.8,female,30.4,0.0,0.0,0.0,NoGlasses,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,low,0.0,goodExposure,0.49,low,0.0,True,True,False,False,False,0.03,False
0.0,0.0,-0.8,-1.1,male,44.0,0.0,0.1,0.0,NoGlasses,0.0,0.001,0.0,0.0,0.0,0.955,0.043,0.0,medium,0.43,goodExposure,0.58,medium,0.49,False,False,False,False,False,0.01,False
0.001,0.0,0.9,-0.5,male,23.7,0.5,0.3,0.3,NoGlasses,0.0,0.0,0.0,0.0,0.001,0.992,0.006,0.0,medium,0.46,goodExposure,0.63,medium,0.37,False,False,False,False,False,0.04,False
0.003,0.0,-17.6,-1.4,female,38.2,0.0,0.0,0.0,NoGlasses,0.007,0.024,0.006,0.002,0.003,0.886,0.016,0.055,low,0.15,goodExposure,0.48,low,0.0,True,True,False,False,False,0.03,False
1.0,0.0,-17.3,-24.5,male,35.0,0.0,0.0,0.0,NoGlasses,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,low,0.1,goodExposure,0.72,low,0.16,False,False,False,False,False,0.0,False
0.862,0.0,-1.6,-2.1,male,55.8,0.7,0.7,0.6,ReadingGlasses,0.075,0.001,0.004,0.005,0.862,0.039,0.007,0.007,low,0.19,goodExposure,0.44,medium,0.39,False,False,False,False,False,0.03,False
0.0,0.0,1.6,-0.9,male,26.1,0.4,0.4,0.1,NoGlasses,0.001,0.0,0.0,0.0,0.0,0.998,0.0,0.0,medium,0.31,goodExposure,0.66,low,0.0,False,False,False,False,False,0.01,False
0.0,0.0,-1.2,17.5,female,35.9,0.0,0.0,0.0,NoGlasses,0.0,0.0,0.0,0.0,0.0,0.999,0.0,0.0,low,0.2,goodExposure,0.61,low,0.0,True,True,False,False,False,0.21,False
0.0,0.0,3.1,-2.1,female,35.0,0.0,0.0,0.0,NoGlasses,0.007,0.016,0.001,0.0,0.0,0.414,0.562,0.0,low,0.0,goodExposure,0.62,low,0.09,False,False,False,False,False,0.1,False
0.0,0.0,-3.8,-1.0,male,51.3,0.7,0.4,0.3,NoGlasses,0.001,0.01,0.004,0.0,0.0,0.579,0.406,0.0,low,0.22,goodExposure,0.69,low,0.15,False,False,False,False,False,0.03,False
0.087,0.0,-0.2,-4.6,male,41.1,0.5,0.4,0.1,ReadingGlasses,0.007,0.005,0.012,0.016,0.087,0.65,0.007,0.215,low,0.18,goodExposure,0.64,low,0.27,False,False,False,False,False,0.92,False
0.001,0.0,-7.1,-5.8,male,42.3,0.7,0.7,0.3,NoGlasses,0.0,0.002,0.0,0.0,0.001,0.987,0.01,0.0,low,0.12,goodExposure,0.64,low,0.0,False,False,False,False,False,0.03,False
0.0,0.0,-1.2,-0.1,male,28.3,0.4,0.4,0.3,NoGlasses,0.0,0.007,0.0,0.0,0.0,0.974,0.019,0.0,medium,0.71,goodExposure,0.51,low,0.01,False,False,False,False,False,0.13,False
0.83,0.0,10.5,-19.5,female,21.1,0.0,0.0,0.0,NoGlasses,0.0,0.003,0.0,0.0,0.83,0.149,0.018,0.0,low,0.13,goodExposure,0.6,low,0.05,True,True,False,False,False,0.01,False
0.001,0.0,-8.1,-11.4,male,19.9,0.3,0.1,0.1,NoGlasses,0.002,0.003,0.006,0.0,0.001,0.939,0.032,0.016,medium,0.68,goodExposure,0.62,high,0.99,False,False,False,False,False,0.03,False
0.437,0.0,1.4,-1.9,female,31.6,0.0,0.0,0.0,NoGlasses,0.0,0.4,0.002,0.0,0.437,0.16,0.001,0.0,medium,0.32,overExposure,0.76,medium,0.37,True,False,False,False,False,0.11,False
0.127,0.0,-1.2,-3.9,male,66.1,0.3,0.1,0.1,NoGlasses,0.01,0.002,0.0,0.0,0.127,0.858,0.002,0.001,low,0.0,goodExposure,0.64,medium,0.46,False,False,False,False,False,0.99,False
0.001,0.0,0.2,-20.6,female,25.4,0.0,0.0,0.0,NoGlasses,0.001,0.0,0.001,0.019,0.001,0.14,0.005,0.832,low,0.0,goodExposure,0.54,low,0.0,True,True,False,False,False,0.0,False
0.0,0.0,-3.2,-11.3,male,31.2,0.3,0.3,0.4,NoGlasses,0.0,0.001,0.0,0.0,0.0,0.998,0.001,0.0,medium,0.56,overExposure,0.81,medium,0.51,False,False,False,False,False,0.41,False
1.0,0.0,-2.4,-2.2,female,42.3,0.0,0.0,0.0,NoGlasses,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,medium,0.38,goodExposure,0.56,low,0.18,False,False,False,False,False,0.06,False
0.0,0.0,-2.4,-5.3,female,39.0,0.0,0.0,0.0,NoGlasses,0.0,0.0,0.0,0.0,0.0,0.979,0.021,0.0,medium,0.28,goodExposure,0.56,medium,0.45,False,False,False,False,False,0.02,False
0.002,0.0,-1.8,-3.2,female,21.7,0.0,0.0,0.0,NoGlasses,0.002,0.002,0.0,0.0,0.002,0.984,0.001,0.008,low,0.18,goodExposure,0.39,low,0.0,True,True,False,False,False,0.03,False
0.009,0.0,-5.5,-3.2,female,30.1,0.0,0.0,0.0,NoGlasses,0.005,0.017,0.005,0.01,0.009,0.765,0.137,0.051,low,0.05,goodExposure,0.74,low,0.0,True,True,False,False,False,0.04,False
0.0,0.0,-3.8,-6.4,male,45.5,0.5,0.3,0.2,NoGlasses,0.001,0.002,0.0,0.0,0.0,0.986,0.011,0.0,low,0.16,goodExposure,0.54,medium,0.31,True,False,False,False,False,0.06,False
0.054,0.0,0.7,-2.8,female,32.4,0.0,0.0,0.0,NoGlasses,0.001,0.002,0.005,0.001,0.054,0.755,0.075,0.106,medium,0.65,goodExposure,0.64,high,0.71,True,True,False,False,False,0.04,False
0.123,0.0,14.5,0.4,male,48.0,0.6,0.7,0.3,NoGlasses,0.002,0.042,0.008,0.001,0.123,0.794,0.025,0.007,medium,0.59,goodExposure,0.49,low,0.12,False,True,False,False,False,0.01,False
0.0,0.0,-1.2,13.0,male,30.5,0.5,0.6,0.5,NoGlasses,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,low,0.09,goodExposure,0.67,medium,0.39,False,False,False,False,False,0.05,False
0.011,0.0,-24.7,10.5,female,28.9,0.0,0.0,0.0,NoGlasses,0.001,0.009,0.001,0.001,0.011,0.875,0.097,0.006,low,0.09,goodExposure,0.74,low,0.23,True,False,False,False,True,0.01,False
0.0,0.0,-4.7,-1.6,female,29.5,0.0,0.0,0.0,NoGlasses,0.0,0.007,0.001,0.0,0.0,0.882,0.109,0.0,low,0.0,overExposure,0.78,high,1.0,True,False,False,False,False,0.0,False
0.001,0.0,1.5,1.5,female,31.0,0.0,0.0,0.0,NoGlasses,0.0,0.002,0.0,0.0,0.001,0.991,0.005,0.001,low,0.1,goodExposure,0.74,low,0.14,True,True,False,False,False,0.02,False
0.002,0.0,0.3,3.1,female,27.6,0.0,0.0,0.0,NoGlasses,0.0,0.001,0.0,0.0,0.002,0.727,0.27,0.0,medium,0.28,goodExposure,0.73,low,0.0,False,False,False,False,False,0.0,False
0.999,0.0,-4.8,-8.7,female,31.0,0.0,0.0,0.0,NoGlasses,0.0,0.0,0.0,0.0,0.999,0.001,0.0,0.0,low,0.0,goodExposure,0.69,low,0.0,True,False,False,False,False,0.01,False
1.0,0.0,-16.7,8.5,female,19.9,0.0,0.0,0.0,NoGlasses,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,high,1.0,goodExposure,0.55,low,0.09,False,False,False,False,False,0.1,False
0.0,0.0,-6.3,-4.4,male,30.2,0.5,0.6,0.3,NoGlasses,0.007,0.004,0.0,0.0,0.0,0.963,0.026,0.0,low,0.14,goodExposure,0.44,low,0.0,False,False,False,False,False,1.0,False
0.082,0.0,-16.2,21.8,female,21.0,0.0,0.0,0.0,NoGlasses,0.0,0.004,0.002,0.006,0.082,0.579,0.03,0.297,high,0.99,goodExposure,0.7,low,0.14,True,True,False,False,False,0.05,False
0.0,0.0,15.0,-1.0,male,27.7,0.2,0.2,0.1,NoGlasses,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,medium,0.5,goodExposure,0.45,medium,0.33,False,False,False,False,False,0.02,False
0.009,0.0,-0.7,3.5,female,24.7,0.0,0.0,0.0,NoGlasses,0.0,0.005,0.001,0.001,0.009,0.864,0.118,0.004,high,0.76,goodExposure,0.59,low,0.0,True,True,False,False,False,0.01,False
0.122,0.0,9.3,-1.9,male,38.9,0.5,0.2,0.1,ReadingGlasses,0.0,0.014,0.002,0.0,0.122,0.807,0.055,0.001,medium,0.29,goodExposure,0.64,low,0.16,False,False,False,False,False,0.12,False
0.0,0.0,8.0,-1.9,male,30.8,0.2,0.1,0.2,NoGlasses,0.0,0.001,0.0,0.0,0.0,0.851,0.148,0.0,low,0.23,goodExposure,0.73,medium,0.47,False,False,False,False,False,0.01,False
0.037,0.0,-2.2,-3.2,male,65.0,0.8,0.5,0.4,NoGlasses,0.001,0.004,0.0,0.0,0.037,0.94,0.018,0.0,low,0.1,goodExposure,0.7,medium,0.45,False,False,False,False,False,0.92,False
0.0,0.0,-4.2,-0.8,male,27.7,0.2,0.4,0.5,NoGlasses,0.0,0.001,0.0,0.0,0.0,0.976,0.023,0.0,medium,0.53,overExposure,0.78,medium,0.48,False,False,False,False,False,0.02,False
0.0,0.0,-0.9,13.8,female,24.8,0.0,0.0,0.0,NoGlasses,0.0,0.0,0.0,0.0,0.0,0.999,0.001,0.0,medium,0.48,goodExposure,0.63,low,0.23,True,True,False,False,False,0.01,False
1.0,0.0,-15.2,6.7,female,21.4,0.0,0.0,0.0,NoGlasses,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,high,1.0,goodExposure,0.55,low,0.23,False,False,False,False,False,0.11,False
1.0,0.0,-6.0,-6.9,male,42.8,0.7,0.7,0.4,NoGlasses,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,high,0.99,goodExposure,0.74,low,0.04,False,False,False,False,False,0.02,False
0.069,0.0,9.1,-18.9,male,43.8,0.6,0.5,0.5,NoGlasses,0.0,0.0,0.0,0.0,0.069,0.927,0.003,0.0,low,0.0,goodExposure,0.4,low,0.11,False,False,False,False,False,0.04,False
0.0,0.0,-9.4,-7.6,female,19.9,0.0,0.0,0.0,NoGlasses,0.0,0.0,0.0,0.001,0.0,0.975,0.013,0.009,low,0.13,goodExposure,0.66,low,0.0,True,False,False,False,False,0.28,False
0.0,0.0,-0.5,-2.6,male,31.3,0.4,0.5,0.2,NoGlasses,0.0,0.001,0.0,0.0,0.0,0.997,0.002,0.0,low,0.0,goodExposure,0.51,low,0.0,False,False,False,False,False,0.25,False
0.067,0.0,2.3,8.8,female,22.7,0.0,0.0,0.0,NoGlasses,0.0,0.001,0.001,0.0,0.067,0.799,0.122,0.01,medium,0.27,overExposure,0.84,low,0.0,True,True,False,False,False,0.02,False
0.002,0.0,9.8,4.2,male,33.0,0.4,0.4,0.3,NoGlasses,0.0,0.064,0.0,0.0,0.002,0.918,0.015,0.001,low,0.08,goodExposure,0.59,low,0.15,True,False,False,False,False,0.03,False
0.0,0.0,-5.7,5.2,female,42.8,0.0,0.0,0.0,NoGlasses,0.033,0.049,0.006,0.001,0.0,0.764,0.145,0.002,low,0.22,goodExposure,0.62,medium,0.6,False,False,False,False,True,0.19,False
0.0,0.0,2.9,-3.7,female,28.6,0.0,0.0,0.0,NoGlasses,0.0,0.001,0.0,0.0,0.0,0.964,0.035,0.0,low,0.15,goodExposure,0.6,low,0.21,True,True,False,False,False,0.02,False
0.296,0.0,-2.6,-3.6,female,23.1,0.0,0.0,0.0,NoGlasses,0.0,0.016,0.0,0.0,0.296,0.68,0.007,0.001,low,0.12,goodExposure,0.74,low,0.07,False,True,False,False,False,0.27,False
0.824,0.0,-0.4,24.5,male,38.0,0.1,0.2,0.2,NoGlasses,0.093,0.0,0.068,0.0,0.824,0.0,0.012,0.002,low,0.0,goodExposure,0.51,low,0.23,False,False,False,False,False,0.97,False
0.0,0.0,-1.6,5.3,male,29.2,0.3,0.3,0.6,NoGlasses,0.0,0.0,0.0,0.0,0.0,0.999,0.0,0.0,medium,0.41,goodExposure,0.64,low,0.13,False,False,False,False,False,0.01,False
0.004,0.0,-19.2,2.2,female,44.1,0.0,0.0,0.0,NoGlasses,0.007,0.006,0.007,0.009,0.004,0.773,0.022,0.171,medium,0.59,goodExposure,0.48,low,0.18,True,False,False,False,False,0.01,False
0.0,0.0,9.9,1.1,male,26.8,0.1,0.0,0.1,NoGlasses,0.001,0.002,0.0,0.0,0.0,0.997,0.0,0.0,medium,0.55,goodExposure,0.72,high,1.0,False,False,False,False,False,0.01,False
0.523,0.0,-0.7,-13.2,female,22.0,0.0,0.0,0.0,NoGlasses,0.0,0.009,0.0,0.0,0.523,0.467,0.002,0.0,medium,0.35,goodExposure,0.52,high,1.0,True,False,False,False,False,0.0,False
0.398,0.0,13.8,-3.5,male,27.1,0.3,0.1,0.2,NoGlasses,0.001,0.008,0.001,0.0,0.398,0.59,0.0,0.002,low,0.0,goodExposure,0.67,low,0.0,False,False,True,False,False,0.0,True
0.0,0.0,-0.1,-2.7,male,34.4,0.6,0.7,0.4,NoGlasses,0.01,0.0,0.001,0.0,0.0,0.871,0.118,0.0,low,0.03,goodExposure,0.57,medium,0.39,True,True,False,False,False,0.0,False
0.0,0.0,-0.8,-1.3,male,46.4,0.8,0.8,0.4,NoGlasses,0.004,0.001,0.0,0.0,0.0,0.994,0.001,0.0,medium,0.52,goodExposure,0.42,medium,0.48,False,False,False,False,False,0.03,False
0.001,0.0,-4.1,-3.5,male,72.0,0.0,0.0,0.0,NoGlasses,0.01,0.002,0.005,0.045,0.001,0.674,0.032,0.23,high,1.0,goodExposure,0.61,medium,0.33,False,False,False,False,False,0.38,False
0.989,0.0,-0.8,-0.6,female,36.4,0.0,0.0,0.0,NoGlasses,0.0,0.0,0.0,0.0,0.989,0.005,0.0,0.005,medium,0.27,goodExposure,0.66,low,0.07,True,True,False,False,False,0.0,False
